match_id,radiant_win
0,0.6645647839221799
1,0.7336746885143677
2,0.6028340380051709
3,0.2344516384203822
4,0.28130513886643366
5,0.17221694926523026
8,0.29316112282787055
9,0.2987964550989156
11,0.22815301455451964
12,0.38757646033788834
14,0.9197332276225033
15,0.15587939477221793
17,0.17959003939626003
20,0.7555822606416488
21,0.07826015242501938
22,0.6774011664140079
23,0.4788323390118335
25,0.44946967146099615
26,0.34630510876695436
27,0.5215747790206466
28,0.2788531267299499
29,0.8986756614249903
30,0.8435019804412027
31,0.15100501480958312
32,0.553926914086097
34,0.8040816189321409
35,0.6154921284675217
36,0.7361779701546179
38,0.600165087281483
39,0.3004236657757092
40,0.11803678039813564
43,0.45955174087954215
44,0.9393184443442325
45,0.450412800929893
46,0.16868852486831037
47,0.08326455497061667
48,0.8147926921824805
49,0.36033644860500824
50,0.30374404997391524
51,0.4373467798987742
52,0.8375881058375196
53,0.19068965722378184
54,0.765778632303753
56,0.3024794709436666
57,0.11487791786291528
58,0.2783633431931327
59,0.5220809456193606
61,0.4747243805389543
65,0.49305340417475013
66,0.12452117138376069
67,0.4079604139760528
68,0.333139726661545
69,0.8640931671818162
70,0.3184577924699724
73,0.2067239531201549
74,0.5528057458878576
75,0.7842515733064029
76,0.6499792241940462
77,0.11601005536468355
78,0.22189187531583437
79,0.4935077710241985
80,0.5687080089539388
81,0.3732850671373435
82,0.6056103017978889
84,0.009967502870450435
86,0.16395460690941838
87,0.037728494636512504
88,0.11388285583520465
90,0.7665851020307749
91,0.5733533224092445
93,0.7229556458418854
94,0.11201508147640887
95,0.8293258183652358
96,0.5720244741034466
97,0.4829382947753025
98,0.10506910606857048
99,0.42970892625189133
101,0.6622550405819422
103,0.43062248034318257
104,0.1957855512317353
105,0.382591315323533
106,0.535457338587618
107,0.4136946607402577
109,0.4140696380234119
110,0.5205166044898283
112,0.43102936661930163
113,0.11920635598242153
114,0.5455856044865256
115,0.9314862024092004
116,0.6073846979464964
117,0.6108088742678071
118,0.942653739762508
119,0.15279297498478633
120,0.7004403623055679
121,0.7097438268870266
122,0.7590727593456423
123,0.553753955045452
124,0.6785745905138619
125,0.2996495212556311
127,0.7244236264071457
128,0.54983232260077
129,0.673165768883527
131,0.7435890484021289
132,0.32695433718476546
133,0.22011850418451998
134,0.4194416769001861
135,0.16140237902036578
136,0.3294249312134984
137,0.33534503616179767
138,0.97140298725012
139,0.36983052324309834
142,0.5341714648404887
143,0.4562958060434119
144,0.8133621784183536
145,0.5352839142022804
146,0.37756723543954146
147,0.1533742340339991
148,0.4197151654462534
149,0.8801598651254047
150,0.7355936490552866
151,0.11244682607905716
154,0.35296033097690127
155,0.6547404485430871
156,0.3594673136623342
157,0.24055143286766595
158,0.2961271671287821
161,0.5164912909712613
162,0.8932485589397963
164,0.478842305183466
165,0.5550531905361177
166,0.14732725153549114
167,0.6454049760076818
168,0.25865443881761957
169,0.33018721705174875
170,0.25148386187833627
171,0.46274636003682024
172,0.2508717805248145
173,0.650542149673541
174,0.4525889073189241
175,0.34828526891131706
176,0.5789084290699763
177,0.9200956146197113
180,0.5796743351045626
182,0.4359918528343971
183,0.5111258565597544
184,0.2685642416209733
185,0.7219689457766714
186,0.5018376597843826
187,0.5089925827964713
188,0.4332384435935384
189,0.6416404833659769
190,0.17382975613533427
191,0.325522986929517
192,0.9680649239473959
193,0.05110538109983321
194,0.48361216791247846
195,0.6191054596539288
197,0.44755134837731253
198,0.9215557134805193
199,0.47869890876936194
200,0.547993371522921
201,0.4614567011383848
202,0.7908303818800971
203,0.2767066299781064
204,0.4542556879927316
205,0.5156005837297872
207,0.6837655791436573
208,0.8393026442151056
210,0.6100772295710775
211,0.8384410883343678
212,0.43987974134718716
213,0.37525417023571317
214,0.48977371354363614
215,0.960109108831851
217,0.49354404467886126
218,0.595815466280179
219,0.6442613017378293
220,0.2509018882203141
221,0.7865082608347066
222,0.4481870245298297
223,0.5790956883739395
224,0.4869976574709834
225,0.4161540349576438
226,0.18399720716404122
227,0.6561620095722113
229,0.14707257687511383
231,0.3461113417736385
232,0.43731277656732365
233,0.7001050823802393
234,0.40007347381602865
235,0.2425145689055763
236,0.35923586127667756
237,0.7137131684516402
238,0.4996765142986157
239,0.052844429994958635
240,0.10763925709011204
241,0.19937865704917443
243,0.606381452197831
244,0.6951294178643195
246,0.33589328579836786
247,0.3255518588107951
248,0.5957120554121702
249,0.1571287068569683
250,0.36373226317570234
251,0.4723461091716029
252,0.27841484049512844
253,0.5185227661885088
254,0.6447255780470922
255,0.857187294622092
256,0.030238526270766654
257,0.29033446612880265
258,0.5318503409642468
259,0.6371013167503596
260,0.5131617185298936
262,0.7100552037023021
263,0.16640346295221117
264,0.48026995041009496
265,0.7321100031298341
266,0.28375950481259354
267,0.7147055440554596
268,0.4848098320513134
269,0.8982428508779479
270,0.6748112220979544
271,0.8717697670924538
272,0.4956291782096259
273,0.12200902764494245
275,0.8212125085935782
276,0.23825731088093186
277,0.42317293306134923
278,0.15079593267908312
279,0.8367360627386373
280,0.4732241355716719
281,0.5822610968788446
283,0.5611041433367504
284,0.7782272763490387
285,0.5644570252916042
286,0.09712334222743936
287,0.16447867282953563
288,0.7385191415531813
290,0.6106236404780656
291,0.24125131691479398
292,0.4590911321326706
293,0.526084567573427
294,0.18207956695560978
295,0.8485098985855554
298,0.6170832956688236
299,0.2853828311833668
300,0.8468110602127786
301,0.06424223732398791
303,0.24996325252895157
305,0.4293082862536368
306,0.817976649481729
307,0.91672440117687
308,0.22466837661790373
309,0.41835527926220994
310,0.4363733543675641
311,0.2805472330959132
312,0.39570124073690854
314,0.7653758129027382
315,0.4023378936625998
318,0.7565637215795054
319,0.568733302661944
320,0.3298888292491858
321,0.16395755021658276
322,0.16075261455328496
323,0.8320070142274187
324,0.21694318117875167
325,0.3422482456604594
326,0.160680004781649
327,0.6397954429912065
328,0.4717140018910834
329,0.3663354610718476
330,0.3135459137656098
331,0.36677733666412005
332,0.5013987919669646
333,0.7371579034155129
334,0.5472845220272388
335,0.3130436776015754
336,0.3826847885844666
337,0.6359291829072954
338,0.9807766498031787
339,0.10343601575511577
340,0.34935557248819044
341,0.23712849436651923
342,0.44321948940588274
343,0.4820918806861056
345,0.24887333305885542
346,0.4250727054828931
347,0.13935141639122572
349,0.3195047565453003
350,0.706349994408883
351,0.5915094556335113
353,0.7346792973413582
355,0.5823266872972932
356,0.1434155542629334
357,0.36510840877689915
358,0.2857442653948214
359,0.16272075360421207
360,0.4538481514275958
364,0.7064042806319826
366,0.7144739813160998
367,0.23382656173499342
368,0.37165271856250975
369,0.8498043253400008
370,0.72988469925031
371,0.35901137153279694
372,0.28100202435476057
373,0.29316769926775116
374,0.38758070411753365
376,0.5976256994114241
377,0.9262782210940799
378,0.4968853860170182
379,0.7421999507327672
381,0.3583215617589407
382,0.269596727185333
383,0.40519035965236905
385,0.14821666814513637
386,0.4977378684377995
387,0.29030156257607526
388,0.7538045335948205
389,0.905105056332913
390,0.5773826040585146
391,0.6503561980505573
392,0.6100787671139732
393,0.12568809453963742
395,0.18474526473836234
396,0.1715635356283104
397,0.7131778822387916
398,0.7246863076581893
400,0.4893423614845205
401,0.7019268796673633
402,0.5625476670528773
403,0.5697862007590585
405,0.7946929672561335
407,0.5218605721687127
408,0.41466161726696027
409,0.05759657911277119
410,0.7873133644180564
411,0.32628808139927545
412,0.8480639220226338
413,0.3843987975518175
414,0.8449279036469768
415,0.6991783788728768
416,0.5746455669794652
417,0.4726462133874147
418,0.4158755458684695
419,0.761870286998458
420,0.8849462313411475
421,0.8207140127342022
422,0.6177503539607743
423,0.7334354060189737
424,0.532027231903483
425,0.4416875414419549
426,0.5453440068067916
427,0.5989409113440596
428,0.44704645884930966
429,0.8724226594174995
431,0.4152486136414555
433,0.4800072560776187
434,0.8755064898436382
435,0.7904818444858174
436,0.3561085780813101
437,0.685028106417291
438,0.14248250911751237
439,0.3882793338902878
440,0.7921109337946634
441,0.8346056469091201
442,0.5046877968796627
444,0.6284448870098138
445,0.4312038861260333
446,0.5813229850636902
447,0.029874913476639214
448,0.5880099326078231
449,0.10096553525654023
450,0.16204884700734282
451,0.7103520974597627
452,0.4876769806349432
453,0.39546234803496094
454,0.37824597605562077
455,0.9213953991212123
456,0.45559469975826816
457,0.5915361318712936
458,0.2002831341502619
459,0.6497715019312795
460,0.1973922601829732
461,0.46880064271927724
462,0.4479588066222046
464,0.20038366782991845
465,0.43745132188326585
466,0.23700512838962742
468,0.32155208169448946
469,0.029758536880794877
470,0.3201333004257284
471,0.02966356400106636
472,0.39893101448064516
473,0.34222767773322454
475,0.24186385358472437
476,0.2872722913145652
477,0.7471191236687711
478,0.6646491255732505
479,0.5904558701091768
480,0.6237980815443213
481,0.2669977491958359
482,0.19267821835746426
483,0.6083541051796478
484,0.6710337427284014
485,0.5907116719673952
486,0.8096676693953698
487,0.7399583489518131
489,0.31256696459915884
490,0.2381595976407062
491,0.7045970715438716
492,0.779881262533764
493,0.7794929325519986
494,0.6855448713182677
495,0.28263528608276905
496,0.1598660345921362
497,0.5566211100905638
498,0.3442380512644466
499,0.36436941047131854
500,0.8063256690246703
501,0.9435016989648461
504,0.5838471312884843
505,0.8223557406624635
506,0.8353624712336939
510,0.4921309593572474
511,0.25948829410497076
512,0.7535850273020097
513,0.3363339704496861
514,0.3299529240708314
515,0.20125990407322325
517,0.5851727665109533
518,0.6118396812479545
519,0.46540874209428956
520,0.4041652809345075
521,0.4905912099036312
522,0.05565722162325011
523,0.4294964035233461
524,0.5924702952072682
525,0.47119442996346805
526,0.5092675128396918
527,0.3475412076146906
529,0.9030245036324444
530,0.5892357872475291
531,0.7138694975492318
532,0.7564612143437099
533,0.6857217669525723
534,0.6339462064989605
535,0.14876344038849046
536,0.1579405702714682
537,0.28174541619401133
538,0.15642987916429957
539,0.7221867543988238
540,0.33352641482116424
541,0.8737917462292591
543,0.7808757402843864
544,0.7197861379660269
545,0.4168133841785211
546,0.4887502222470736
548,0.5142720026882124
549,0.4558241550456355
550,0.6853035348516151
551,0.7166948068041151
553,0.7597773606116893
554,0.5990720712212908
556,0.5821553324712946
557,0.7112486605571386
558,0.3780528658960257
559,0.17464507298735546
560,0.7430182649278457
562,0.37959396617970126
563,0.6732008799326006
564,0.6341823491790268
565,0.8134752982451244
566,0.2467022781457887
567,0.29411865987631847
568,0.05608538237474095
570,0.3313596353541409
571,0.06397151035577578
572,0.709513040664089
573,0.5029730356255627
574,0.49138749455926156
577,0.3252495961376543
578,0.6549657309766515
